measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300233;DATAINN;R;2018-06-15T13:00+02:00[Europe/Oslo];1;1.0;1234;1170;64;40;17;5;2
300233;DATAINN;R;2018-06-15T13:00+02:00[Europe/Oslo];2;1.0;1337;1172;165;126;37;1;1
300233;DATAINN;R;2018-06-15T13:00+02:00[Europe/Oslo];3;1.0;1413;1179;234;98;94;19;23
300233;DATAINN;R;2018-06-15T13:00+02:00[Europe/Oslo];4;1.0;1521;1267;254;97;120;17;20
300233;DATAINN;R;2018-06-15T14:00+02:00[Europe/Oslo];1;1.0;1262;1185;77;45;26;2;4
300233;DATAINN;R;2018-06-15T14:00+02:00[Europe/Oslo];2;1.0;1431;1283;148;122;22;3;1
300233;DATAINN;R;2018-06-15T14:00+02:00[Europe/Oslo];3;1.0;1344;1130;214;82;70;30;32
300233;DATAINN;R;2018-06-15T14:00+02:00[Europe/Oslo];4;1.0;1472;1285;187;71;90;11;15
300233;DATAINN;R;2018-06-15T15:00+02:00[Europe/Oslo];1;1.0;1444;1377;67;46;16;0;5
300233;DATAINN;R;2018-06-15T15:00+02:00[Europe/Oslo];2;1.0;1207;1058;146;97;28;15;6
300233;DATAINN;R;2018-06-15T15:00+02:00[Europe/Oslo];3;1.0;1371;1223;148;59;46;10;33
300233;DATAINN;R;2018-06-15T15:00+02:00[Europe/Oslo];4;1.0;1116;963;152;48;78;10;16
300233;DATAINN;R;2018-06-15T16:00+02:00[Europe/Oslo];1;1.0;1292;1230;62;41;14;2;5
300233;DATAINN;R;2018-06-15T16:00+02:00[Europe/Oslo];2;1.0;1078;928;149;102;26;12;9
300233;DATAINN;R;2018-06-15T16:00+02:00[Europe/Oslo];3;1.0;1330;1204;126;49;41;8;28
300233;DATAINN;R;2018-06-15T16:00+02:00[Europe/Oslo];4;1.0;1005;869;135;34;61;13;27
300233;DATAINN;R;2018-06-15T17:00+02:00[Europe/Oslo];1;1.0;811;782;29;21;6;1;1
300233;DATAINN;R;2018-06-15T17:00+02:00[Europe/Oslo];2;1.0;939;837;102;69;29;1;3
300233;DATAINN;R;2018-06-15T17:00+02:00[Europe/Oslo];3;1.0;1154;1035;119;41;50;10;18
300233;DATAINN;R;2018-06-15T17:00+02:00[Europe/Oslo];4;1.0;1222;1058;164;36;77;14;37
300233;DATAINN;R;2018-06-15T18:00+02:00[Europe/Oslo];1;1.0;666;640;26;14;10;1;1
300233;DATAINN;R;2018-06-15T18:00+02:00[Europe/Oslo];2;1.0;659;613;46;32;12;2;0
300233;DATAINN;R;2018-06-15T18:00+02:00[Europe/Oslo];3;1.0;1078;969;109;38;41;11;19
300233;DATAINN;R;2018-06-15T18:00+02:00[Europe/Oslo];4;1.0;1184;1071;113;43;50;9;11
300233;DATAINN;R;2018-06-15T19:00+02:00[Europe/Oslo];1;1.0;438;423;15;7;7;0;1
300233;DATAINN;R;2018-06-15T19:00+02:00[Europe/Oslo];2;1.0;451;412;39;29;9;0;1
300233;DATAINN;R;2018-06-15T19:00+02:00[Europe/Oslo];3;1.0;899;813;86;32;38;8;8
300233;DATAINN;R;2018-06-15T19:00+02:00[Europe/Oslo];4;1.0;992;915;77;29;34;6;8
300233;DATAINN;R;2018-06-15T20:00+02:00[Europe/Oslo];1;1.0;268;255;13;7;6;0;0
300233;DATAINN;R;2018-06-15T20:00+02:00[Europe/Oslo];2;1.0;260;242;18;13;4;0;1
300233;DATAINN;R;2018-06-15T20:00+02:00[Europe/Oslo];3;1.0;729;668;61;19;32;3;7
300233;DATAINN;R;2018-06-15T20:00+02:00[Europe/Oslo];4;1.0;731;657;74;29;35;3;7
300233;DATAINN;R;2018-06-15T21:00+02:00[Europe/Oslo];1;1.0;197;190;7;4;2;0;1
300233;DATAINN;R;2018-06-15T21:00+02:00[Europe/Oslo];2;1.0;146;132;14;10;3;1;0
300233;DATAINN;R;2018-06-15T21:00+02:00[Europe/Oslo];3;1.0;638;584;54;19;22;5;8
